ZIP_CODE,INCIDENT_TYPE_DESC,INCIDENT_DATE_TIME,Group_Count
11208.0,353 - Removal of victim(s) from stalled elevator,2013,232
10468.0,"710 - Malicious, mischievous false call, other",2015,232
10463.0,353 - Removal of victim(s) from stalled elevator,2017,232
11207.0,"113 - Cooking fire, confined to container",2014,232
11208.0,522 - Water or steam leak,2016,231
10314.0,"651 - Smoke scare, odor of smoke",2015,231
10460.0,"710 - Malicious, mischievous false call, other",2017,231
10452.0,412 - Gas leak (natural gas or LPG),2016,231
11237.0,"651 - Smoke scare, odor of smoke",2017,231
10458.0,"113 - Cooking fire, confined to container",2014,231
10457.0,735A - Unwarranted alarm/defective condition of alarm system,2016,231
10029.0,736 - CO detector activation due to malfunction,2017,231
11230.0,"113 - Cooking fire, confined to container",2015,231
10453.0,412 - Gas leak (natural gas or LPG),2016,231
10463.0,522 - Water or steam leak,2014,230
11203.0,"651 - Smoke scare, odor of smoke",2014,230
10467.0,412 - Gas leak (natural gas or LPG),2013,230
10031.0,522 - Water or steam leak,2013,230
11215.0,412 - Gas leak (natural gas or LPG),2015,230
11221.0,"710 - Malicious, mischievous false call, other",2014,229
11213.0,"113 - Cooking fire, confined to container",2014,229
11201.0,"710 - Malicious, mischievous false call, other",2015,229
11220.0,"710 - Malicious, mischievous false call, other",2016,229
11385.0,"710 - Malicious, mischievous false call, other",2016,229
11201.0,"710 - Malicious, mischievous false call, other",2013,229
10454.0,"555 - Defective elevator, no occupants",2014,229
11237.0,"651 - Smoke scare, odor of smoke",2015,228
10027.0,"113 - Cooking fire, confined to container",2015,228
10035.0,735A - Unwarranted alarm/defective condition of alarm system,2016,228
10033.0,"651 - Smoke scare, odor of smoke",2014,227
10466.0,522 - Water or steam leak,2013,227
10028.0,"651 - Smoke scare, odor of smoke",2014,227
11432.0,322 - Motor vehicle accident with injuries,2017,227
11206.0,735A - Unwarranted alarm/defective condition of alarm system,2015,227
11208.0,"651 - Smoke scare, odor of smoke",2017,227
10012.0,"651 - Smoke scare, odor of smoke",2016,226
10023.0,"651 - Smoke scare, odor of smoke",2016,226
10460.0,"651 - Smoke scare, odor of smoke",2016,226
11203.0,"651 - Smoke scare, odor of smoke",2017,226
10026.0,522 - Water or steam leak,2015,226
10473.0,"651 - Smoke scare, odor of smoke",2014,226
10001.0,"651 - Smoke scare, odor of smoke",2014,226
11208.0,"651 - Smoke scare, odor of smoke",2014,226
11234.0,"113 - Cooking fire, confined to container",2014,226
10469.0,"651 - Smoke scare, odor of smoke",2016,226
10468.0,353 - Removal of victim(s) from stalled elevator,2014,225
10301.0,"710 - Malicious, mischievous false call, other",2017,225
10035.0,"710 - Malicious, mischievous false call, other",2014,225
11217.0,"651 - Smoke scare, odor of smoke",2014,225
10023.0,353 - Removal of victim(s) from stalled elevator,2014,225
10459.0,"710 - Malicious, mischievous false call, other",2013,225
11217.0,"651 - Smoke scare, odor of smoke",2015,225
10025.0,"710 - Malicious, mischievous false call, other",2016,225
99999.0,622 - No incident found on arrival at dispatch address,2015,224
10021.0,412 - Gas leak (natural gas or LPG),2016,224
10027.0,"710 - Malicious, mischievous false call, other",2017,224
11238.0,"651 - Smoke scare, odor of smoke",2017,224
10452.0,353 - Removal of victim(s) from stalled elevator,2014,224
10460.0,412 - Gas leak (natural gas or LPG),2017,224
10459.0,522 - Water or steam leak,2014,224
10469.0,412 - Gas leak (natural gas or LPG),2015,223
11420.0,"710 - Malicious, mischievous false call, other",2014,223
10475.0,412 - Gas leak (natural gas or LPG),2014,223
11362.0,"300 - Rescue, EMS incident, other",2015,223
10454.0,"651 - Smoke scare, odor of smoke",2014,223
10456.0,735A - Unwarranted alarm/defective condition of alarm system,2015,223
10029.0,736 - CO detector activation due to malfunction,2016,223
10460.0,"651 - Smoke scare, odor of smoke",2014,223
11208.0,353 - Removal of victim(s) from stalled elevator,2014,223
11213.0,"651 - Smoke scare, odor of smoke",2017,223
11203.0,"113 - Cooking fire, confined to container",2013,223
10029.0,"710 - Malicious, mischievous false call, other",2016,223
11432.0,"710 - Malicious, mischievous false call, other",2017,223
11213.0,"651 - Smoke scare, odor of smoke",2013,222
10032.0,412 - Gas leak (natural gas or LPG),2014,222
10466.0,"113 - Cooking fire, confined to container",2016,222
11211.0,"710 - Malicious, mischievous false call, other",2015,222
11206.0,"555 - Defective elevator, no occupants",2015,222
11434.0,"113 - Cooking fire, confined to container",2017,222
11368.0,"710 - Malicious, mischievous false call, other",2013,222
10003.0,"710 - Malicious, mischievous false call, other",2013,222
10473.0,"555 - Defective elevator, no occupants",2014,222
10009.0,522 - Water or steam leak,2013,222
10467.0,"113 - Cooking fire, confined to container",2013,222
11236.0,"651 - Smoke scare, odor of smoke",2014,222
10009.0,"651 - Smoke scare, odor of smoke",2013,222
10035.0,"710 - Malicious, mischievous false call, other",2015,222
11211.0,"555 - Defective elevator, no occupants",2016,222
11216.0,"651 - Smoke scare, odor of smoke",2017,222
10453.0,735A - Unwarranted alarm/defective condition of alarm system,2015,222
11206.0,412 - Gas leak (natural gas or LPG),2013,221
11211.0,522 - Water or steam leak,2016,221
10473.0,412 - Gas leak (natural gas or LPG),2014,221
10013.0,"651 - Smoke scare, odor of smoke",2014,221
11370.0,"300 - Rescue, EMS incident, other",2017,221
11233.0,"113 - Cooking fire, confined to container",2013,221
11233.0,412 - Gas leak (natural gas or LPG),2013,221
10455.0,"710 - Malicious, mischievous false call, other",2014,221
11210.0,"651 - Smoke scare, odor of smoke",2016,221
10025.0,"113 - Cooking fire, confined to container",2016,221
11432.0,"710 - Malicious, mischievous false call, other",2016,221
11230.0,"113 - Cooking fire, confined to container",2017,221
11234.0,5001 - Cable / Telephone Wires Down,2017,221
11221.0,"710 - Malicious, mischievous false call, other",2015,221
10455.0,"710 - Malicious, mischievous false call, other",2013,221
11201.0,412 - Gas leak (natural gas or LPG),2015,220
10026.0,353 - Removal of victim(s) from stalled elevator,2014,220
11205.0,735A - Unwarranted alarm/defective condition of alarm system,2017,220
10002.0,735A - Unwarranted alarm/defective condition of alarm system,2013,220
10036.0,"651 - Smoke scare, odor of smoke",2015,220
10009.0,735A - Unwarranted alarm/defective condition of alarm system,2017,220
10027.0,"113 - Cooking fire, confined to container",2013,220
10003.0,"710 - Malicious, mischievous false call, other",2016,220
10461.0,"651 - Smoke scare, odor of smoke",2015,220
10002.0,"710 - Malicious, mischievous false call, other",2015,220
10456.0,736 - CO detector activation due to malfunction,2017,220
10468.0,"710 - Malicious, mischievous false call, other",2013,220
10455.0,"555 - Defective elevator, no occupants",2017,220
10455.0,"555 - Defective elevator, no occupants",2016,220
10459.0,"710 - Malicious, mischievous false call, other",2015,219
10457.0,412 - Gas leak (natural gas or LPG),2014,219
10011.0,735A - Unwarranted alarm/defective condition of alarm system,2014,219
10017.0,"651 - Smoke scare, odor of smoke",2015,219
10016.0,"710 - Malicious, mischievous false call, other",2017,219
10029.0,735A - Unwarranted alarm/defective condition of alarm system,2014,219
10472.0,412 - Gas leak (natural gas or LPG),2016,219
11221.0,"710 - Malicious, mischievous false call, other",2017,218
10011.0,353 - Removal of victim(s) from stalled elevator,2017,218
10459.0,"651 - Smoke scare, odor of smoke",2014,218
11234.0,"651 - Smoke scare, odor of smoke",2017,218
10030.0,353 - Removal of victim(s) from stalled elevator,2017,218
10027.0,412 - Gas leak (natural gas or LPG),2013,218
10021.0,522 - Water or steam leak,2014,218
11101.0,"651 - Smoke scare, odor of smoke",2015,218
10301.0,"710 - Malicious, mischievous false call, other",2014,218
11234.0,322 - Motor vehicle accident with injuries,2015,218
11236.0,412 - Gas leak (natural gas or LPG),2017,218
11226.0,"710 - Malicious, mischievous false call, other",2014,218
10014.0,412 - Gas leak (natural gas or LPG),2015,218
10035.0,"555 - Defective elevator, no occupants",2017,218
10029.0,"113 - Cooking fire, confined to container",2014,218
11201.0,412 - Gas leak (natural gas or LPG),2016,218
99999.0,"151 - Outside rubbish, trash or waste fire",2015,218
11203.0,735A - Unwarranted alarm/defective condition of alarm system,2017,218
10468.0,"651 - Smoke scare, odor of smoke",2016,217
10023.0,"651 - Smoke scare, odor of smoke",2017,217
11221.0,"113 - Cooking fire, confined to container",2015,217
11216.0,"651 - Smoke scare, odor of smoke",2014,217
10012.0,735A - Unwarranted alarm/defective condition of alarm system,2017,217
11212.0,"555 - Defective elevator, no occupants",2017,217
99999.0,735A - Unwarranted alarm/defective condition of alarm system,2013,217
10039.0,522 - Water or steam leak,2016,217
10024.0,412 - Gas leak (natural gas or LPG),2017,216
11217.0,735A - Unwarranted alarm/defective condition of alarm system,2014,216
10462.0,"651 - Smoke scare, odor of smoke",2015,216
10019.0,353 - Removal of victim(s) from stalled elevator,2014,216
11233.0,"113 - Cooking fire, confined to container",2015,216
10468.0,"710 - Malicious, mischievous false call, other",2016,216
11203.0,"710 - Malicious, mischievous false call, other",2017,216
10453.0,412 - Gas leak (natural gas or LPG),2014,216
11226.0,"710 - Malicious, mischievous false call, other",2013,216
10019.0,353 - Removal of victim(s) from stalled elevator,2015,216
10468.0,"651 - Smoke scare, odor of smoke",2014,216
10021.0,412 - Gas leak (natural gas or LPG),2014,216
10466.0,"710 - Malicious, mischievous false call, other",2016,216
10304.0,"710 - Malicious, mischievous false call, other",2017,216
11213.0,"710 - Malicious, mischievous false call, other",2015,216
11691.0,522 - Water or steam leak,2014,216
10009.0,522 - Water or steam leak,2016,215
10469.0,522 - Water or steam leak,2014,215
11212.0,"555 - Defective elevator, no occupants",2014,215
10009.0,522 - Water or steam leak,2017,215
11213.0,"710 - Malicious, mischievous false call, other",2017,215
11207.0,"113 - Cooking fire, confined to container",2017,215
10031.0,522 - Water or steam leak,2017,215
10003.0,"710 - Malicious, mischievous false call, other",2017,215
11230.0,"651 - Smoke scare, odor of smoke",2013,215
10473.0,"555 - Defective elevator, no occupants",2013,215
99999.0,735A - Unwarranted alarm/defective condition of alarm system,2014,215
11101.0,412 - Gas leak (natural gas or LPG),2015,215
11213.0,412 - Gas leak (natural gas or LPG),2014,215
10463.0,412 - Gas leak (natural gas or LPG),2014,215
11210.0,"113 - Cooking fire, confined to container",2015,215
10031.0,412 - Gas leak (natural gas or LPG),2016,215
10458.0,"651 - Smoke scare, odor of smoke",2013,214
10035.0,522 - Water or steam leak,2013,214
11101.0,412 - Gas leak (natural gas or LPG),2016,214
10026.0,522 - Water or steam leak,2017,214
10453.0,735A - Unwarranted alarm/defective condition of alarm system,2016,214
10451.0,735A - Unwarranted alarm/defective condition of alarm system,2016,214
11434.0,"113 - Cooking fire, confined to container",2015,214
10011.0,412 - Gas leak (natural gas or LPG),2016,214
11217.0,735A - Unwarranted alarm/defective condition of alarm system,2015,214
10462.0,412 - Gas leak (natural gas or LPG),2017,214
11208.0,"651 - Smoke scare, odor of smoke",2013,214
10473.0,412 - Gas leak (natural gas or LPG),2016,214
11219.0,"651 - Smoke scare, odor of smoke",2015,214
11217.0,735A - Unwarranted alarm/defective condition of alarm system,2016,214
10012.0,735A - Unwarranted alarm/defective condition of alarm system,2013,214
11207.0,"651 - Smoke scare, odor of smoke",2013,214
10009.0,735A - Unwarranted alarm/defective condition of alarm system,2015,213
10009.0,"710 - Malicious, mischievous false call, other",2016,213
11691.0,353 - Removal of victim(s) from stalled elevator,2017,213
10029.0,"113 - Cooking fire, confined to container",2017,213
11691.0,"651 - Smoke scare, odor of smoke",2016,213
11216.0,522 - Water or steam leak,2016,213
11218.0,"651 - Smoke scare, odor of smoke",2014,213
10307.0,"300 - Rescue, EMS incident, other",2017,213
10025.0,735A - Unwarranted alarm/defective condition of alarm system,2014,213
11201.0,"651 - Smoke scare, odor of smoke",2013,212
10026.0,412 - Gas leak (natural gas or LPG),2014,212
11435.0,"710 - Malicious, mischievous false call, other",2014,212
10470.0,"300 - Rescue, EMS incident, other",2016,212
10469.0,"651 - Smoke scare, odor of smoke",2017,212
10021.0,353 - Removal of victim(s) from stalled elevator,2017,212
10307.0,"300 - Rescue, EMS incident, other",2015,212
10459.0,"710 - Malicious, mischievous false call, other",2014,212
10025.0,735A - Unwarranted alarm/defective condition of alarm system,2013,212
10026.0,412 - Gas leak (natural gas or LPG),2016,212
11434.0,"113 - Cooking fire, confined to container",2016,211
99999.0,611 - Dispatched & canceled en route,2016,211
11206.0,"113 - Cooking fire, confined to container",2015,211
10029.0,"113 - Cooking fire, confined to container",2015,211
10038.0,353 - Removal of victim(s) from stalled elevator,2016,211
10003.0,"651 - Smoke scare, odor of smoke",2013,211
10455.0,"710 - Malicious, mischievous false call, other",2016,211
11216.0,522 - Water or steam leak,2015,211
10470.0,"300 - Rescue, EMS incident, other",2015,210
10030.0,522 - Water or steam leak,2016,210
10024.0,412 - Gas leak (natural gas or LPG),2015,210
11226.0,"710 - Malicious, mischievous false call, other",2017,210
11233.0,"113 - Cooking fire, confined to container",2014,210
11208.0,522 - Water or steam leak,2013,210
10454.0,412 - Gas leak (natural gas or LPG),2017,210
11237.0,"651 - Smoke scare, odor of smoke",2014,209
11206.0,"555 - Defective elevator, no occupants",2014,209
10467.0,"113 - Cooking fire, confined to container",2015,209
10454.0,412 - Gas leak (natural gas or LPG),2015,209
11217.0,735A - Unwarranted alarm/defective condition of alarm system,2013,209
10128.0,"651 - Smoke scare, odor of smoke",2017,209
10455.0,"651 - Smoke scare, odor of smoke",2015,209
11419.0,"710 - Malicious, mischievous false call, other",2017,209
10011.0,412 - Gas leak (natural gas or LPG),2015,209
10024.0,412 - Gas leak (natural gas or LPG),2016,209
11236.0,522 - Water or steam leak,2016,209
11221.0,412 - Gas leak (natural gas or LPG),2013,209
11221.0,"113 - Cooking fire, confined to container",2014,209
11203.0,"710 - Malicious, mischievous false call, other",2016,209
10030.0,522 - Water or steam leak,2015,208
10463.0,522 - Water or steam leak,2013,208
10454.0,522 - Water or steam leak,2014,208
11233.0,"113 - Cooking fire, confined to container",2017,208
11691.0,353 - Removal of victim(s) from stalled elevator,2016,208
10472.0,"555 - Defective elevator, no occupants",2016,208
10451.0,412 - Gas leak (natural gas or LPG),2014,208
10455.0,412 - Gas leak (natural gas or LPG),2015,208
10002.0,"113 - Cooking fire, confined to container",2014,207
99999.0,"555 - Defective elevator, no occupants",2016,207
10468.0,412 - Gas leak (natural gas or LPG),2015,207
11235.0,"710 - Malicious, mischievous false call, other",2015,207
10027.0,"113 - Cooking fire, confined to container",2016,207
10455.0,522 - Water or steam leak,2015,207
10458.0,"113 - Cooking fire, confined to container",2013,207
10475.0,"651 - Smoke scare, odor of smoke",2013,207
10014.0,412 - Gas leak (natural gas or LPG),2017,207
11221.0,735A - Unwarranted alarm/defective condition of alarm system,2017,207
11231.0,412 - Gas leak (natural gas or LPG),2016,207
10040.0,"651 - Smoke scare, odor of smoke",2015,207
10026.0,522 - Water or steam leak,2016,207
10038.0,353 - Removal of victim(s) from stalled elevator,2017,207
11434.0,"113 - Cooking fire, confined to container",2014,207
11413.0,"710 - Malicious, mischievous false call, other",2014,206
10030.0,353 - Removal of victim(s) from stalled elevator,2016,206
10466.0,522 - Water or steam leak,2017,206
10314.0,"710 - Malicious, mischievous false call, other",2013,206
10460.0,412 - Gas leak (natural gas or LPG),2015,206
11220.0,"651 - Smoke scare, odor of smoke",2015,206
10456.0,"445 - Arcing, shorted electrical equipment",2016,206
11234.0,322 - Motor vehicle accident with injuries,2016,206
10452.0,412 - Gas leak (natural gas or LPG),2015,206
10473.0,"710 - Malicious, mischievous false call, other",2014,206
11205.0,"651 - Smoke scare, odor of smoke",2015,206
11221.0,522 - Water or steam leak,2017,206
10459.0,"710 - Malicious, mischievous false call, other",2016,206
11221.0,"113 - Cooking fire, confined to container",2013,206
10304.0,"710 - Malicious, mischievous false call, other",2014,206
11201.0,"710 - Malicious, mischievous false call, other",2014,206
11362.0,"300 - Rescue, EMS incident, other",2014,205
10456.0,735A - Unwarranted alarm/defective condition of alarm system,2014,205
10023.0,735A - Unwarranted alarm/defective condition of alarm system,2016,205
10128.0,353 - Removal of victim(s) from stalled elevator,2016,205
10002.0,"113 - Cooking fire, confined to container",2016,205
11212.0,736 - CO detector activation due to malfunction,2016,205
10452.0,"710 - Malicious, mischievous false call, other",2017,205
10472.0,"710 - Malicious, mischievous false call, other",2016,205
10032.0,412 - Gas leak (natural gas or LPG),2016,205
10003.0,353 - Removal of victim(s) from stalled elevator,2017,205
10001.0,"710 - Malicious, mischievous false call, other",2016,205
11211.0,"113 - Cooking fire, confined to container",2017,205
10033.0,"651 - Smoke scare, odor of smoke",2015,204
10012.0,735A - Unwarranted alarm/defective condition of alarm system,2016,204
11691.0,"113 - Cooking fire, confined to container",2016,204
10463.0,412 - Gas leak (natural gas or LPG),2016,204
11691.0,"710 - Malicious, mischievous false call, other",2017,204
10029.0,"113 - Cooking fire, confined to container",2016,204
11234.0,5001 - Cable / Telephone Wires Down,2014,204
11211.0,"710 - Malicious, mischievous false call, other",2014,204
11221.0,"113 - Cooking fire, confined to container",2016,204
11203.0,522 - Water or steam leak,2016,204
10472.0,412 - Gas leak (natural gas or LPG),2014,204
11211.0,"555 - Defective elevator, no occupants",2017,203
10472.0,412 - Gas leak (natural gas or LPG),2015,203
11203.0,735A - Unwarranted alarm/defective condition of alarm system,2015,203
11234.0,5001 - Cable / Telephone Wires Down,2015,203
10021.0,522 - Water or steam leak,2015,203
10003.0,412 - Gas leak (natural gas or LPG),2017,203
11217.0,"651 - Smoke scare, odor of smoke",2017,203
10468.0,"710 - Malicious, mischievous false call, other",2017,203
11223.0,"651 - Smoke scare, odor of smoke",2014,203
10462.0,353 - Removal of victim(s) from stalled elevator,2017,203
11226.0,"710 - Malicious, mischievous false call, other",2016,203
10460.0,"113 - Cooking fire, confined to container",2016,202
10454.0,522 - Water or steam leak,2013,202
11210.0,"113 - Cooking fire, confined to container",2016,202
10469.0,"113 - Cooking fire, confined to container",2014,202
10029.0,736 - CO detector activation due to malfunction,2015,202
11432.0,"710 - Malicious, mischievous false call, other",2015,202
10301.0,"710 - Malicious, mischievous false call, other",2013,202
10012.0,"651 - Smoke scare, odor of smoke",2014,202
10304.0,"710 - Malicious, mischievous false call, other",2013,202
10014.0,412 - Gas leak (natural gas or LPG),2016,202
10002.0,412 - Gas leak (natural gas or LPG),2013,202
11433.0,"710 - Malicious, mischievous false call, other",2015,202
11205.0,"651 - Smoke scare, odor of smoke",2014,202
10469.0,522 - Water or steam leak,2016,202
11236.0,412 - Gas leak (natural gas or LPG),2014,201
10472.0,412 - Gas leak (natural gas or LPG),2013,201
10451.0,"651 - Smoke scare, odor of smoke",2013,201
11211.0,412 - Gas leak (natural gas or LPG),2014,201
10473.0,"710 - Malicious, mischievous false call, other",2013,201
10012.0,"651 - Smoke scare, odor of smoke",2017,201
10023.0,735A - Unwarranted alarm/defective condition of alarm system,2017,200
10035.0,522 - Water or steam leak,2017,200
11210.0,"113 - Cooking fire, confined to container",2014,200
10003.0,412 - Gas leak (natural gas or LPG),2014,200
11233.0,"651 - Smoke scare, odor of smoke",2013,200
11236.0,522 - Water or steam leak,2014,200
10023.0,353 - Removal of victim(s) from stalled elevator,2015,200
10456.0,736 - CO detector activation due to malfunction,2016,199
11375.0,"651 - Smoke scare, odor of smoke",2014,199
11216.0,412 - Gas leak (natural gas or LPG),2015,199
10035.0,"710 - Malicious, mischievous false call, other",2017,199
10463.0,353 - Removal of victim(s) from stalled elevator,2015,199
11209.0,"651 - Smoke scare, odor of smoke",2014,199
11224.0,"651 - Smoke scare, odor of smoke",2015,199
11217.0,353 - Removal of victim(s) from stalled elevator,2014,199
10025.0,"710 - Malicious, mischievous false call, other",2017,199
10468.0,412 - Gas leak (natural gas or LPG),2016,199
11354.0,735A - Unwarranted alarm/defective condition of alarm system,2017,199
10314.0,"651 - Smoke scare, odor of smoke",2014,198
11210.0,"651 - Smoke scare, odor of smoke",2017,198
11216.0,412 - Gas leak (natural gas or LPG),2016,198
11206.0,"555 - Defective elevator, no occupants",2013,198
11224.0,"555 - Defective elevator, no occupants",2016,198
11221.0,"710 - Malicious, mischievous false call, other",2013,198
10013.0,740A - Unnecessary alarm/construction activities,2016,198
10030.0,412 - Gas leak (natural gas or LPG),2017,198
10457.0,"651 - Smoke scare, odor of smoke",2013,198
10473.0,522 - Water or steam leak,2014,198
11203.0,522 - Water or steam leak,2013,198
11230.0,"113 - Cooking fire, confined to container",2014,198
11213.0,353 - Removal of victim(s) from stalled elevator,2017,198
11225.0,522 - Water or steam leak,2015,198
10473.0,412 - Gas leak (natural gas or LPG),2013,197
10002.0,"555 - Defective elevator, no occupants",2015,197
10026.0,"555 - Defective elevator, no occupants",2017,197
11235.0,"651 - Smoke scare, odor of smoke",2015,197
10459.0,"651 - Smoke scare, odor of smoke",2016,197
11220.0,"651 - Smoke scare, odor of smoke",2016,197
10005.0,"300 - Rescue, EMS incident, other",2017,197
99999.0,"151 - Outside rubbish, trash or waste fire",2016,197
99999.0,622 - No incident found on arrival at dispatch address,2017,197
11216.0,"710 - Malicious, mischievous false call, other",2013,197
11205.0,"651 - Smoke scare, odor of smoke",2016,196
10469.0,522 - Water or steam leak,2015,196
10026.0,"555 - Defective elevator, no occupants",2016,196
10009.0,"113 - Cooking fire, confined to container",2017,196
10009.0,"113 - Cooking fire, confined to container",2016,196
10452.0,"651 - Smoke scare, odor of smoke",2017,196
11106.0,"651 - Smoke scare, odor of smoke",2016,196
10039.0,353 - Removal of victim(s) from stalled elevator,2013,196
11203.0,412 - Gas leak (natural gas or LPG),2015,196
10466.0,"651 - Smoke scare, odor of smoke",2014,195
10021.0,353 - Removal of victim(s) from stalled elevator,2015,195
11691.0,412 - Gas leak (natural gas or LPG),2014,195
10455.0,"555 - Defective elevator, no occupants",2014,195
11230.0,"113 - Cooking fire, confined to container",2013,195
11203.0,735A - Unwarranted alarm/defective condition of alarm system,2016,195
11221.0,"651 - Smoke scare, odor of smoke",2013,195
11215.0,"651 - Smoke scare, odor of smoke",2013,195
11213.0,"113 - Cooking fire, confined to container",2016,195
11233.0,"113 - Cooking fire, confined to container",2016,195
11211.0,"113 - Cooking fire, confined to container",2013,194
10454.0,"651 - Smoke scare, odor of smoke",2015,194
11224.0,522 - Water or steam leak,2016,194
10469.0,"113 - Cooking fire, confined to container",2013,194
10469.0,522 - Water or steam leak,2013,194
10030.0,412 - Gas leak (natural gas or LPG),2015,194
10452.0,"113 - Cooking fire, confined to container",2017,194
10473.0,522 - Water or steam leak,2016,194
11106.0,353 - Removal of victim(s) from stalled elevator,2016,194
11203.0,"710 - Malicious, mischievous false call, other",2013,194
11211.0,522 - Water or steam leak,2017,194
11203.0,522 - Water or steam leak,2014,194
11206.0,736 - CO detector activation due to malfunction,2016,193
10473.0,"651 - Smoke scare, odor of smoke",2016,193
10469.0,"710 - Malicious, mischievous false call, other",2014,193
10452.0,"113 - Cooking fire, confined to container",2016,193
11434.0,"113 - Cooking fire, confined to container",2013,193
10029.0,"113 - Cooking fire, confined to container",2013,193
11231.0,"651 - Smoke scare, odor of smoke",2016,193
11206.0,"113 - Cooking fire, confined to container",2017,193
11208.0,"113 - Cooking fire, confined to container",2017,193
10451.0,735A - Unwarranted alarm/defective condition of alarm system,2014,193
11219.0,"651 - Smoke scare, odor of smoke",2014,192
11219.0,"651 - Smoke scare, odor of smoke",2017,192
99999.0,"600 - Good intent call, other",2013,192
11691.0,"113 - Cooking fire, confined to container",2015,192
10462.0,"651 - Smoke scare, odor of smoke",2016,192
10460.0,735A - Unwarranted alarm/defective condition of alarm system,2017,192
10040.0,"651 - Smoke scare, odor of smoke",2016,192
11432.0,322 - Motor vehicle accident with injuries,2015,192
11691.0,522 - Water or steam leak,2016,192
11203.0,412 - Gas leak (natural gas or LPG),2016,192
10031.0,353 - Removal of victim(s) from stalled elevator,2016,192
10455.0,522 - Water or steam leak,2017,192
11203.0,412 - Gas leak (natural gas or LPG),2017,192
99999.0,622 - No incident found on arrival at dispatch address,2014,192
10002.0,"113 - Cooking fire, confined to container",2013,192
11234.0,735A - Unwarranted alarm/defective condition of alarm system,2015,191
10473.0,522 - Water or steam leak,2015,191
10023.0,353 - Removal of victim(s) from stalled elevator,2016,191
10016.0,"710 - Malicious, mischievous false call, other",2015,191
10454.0,"710 - Malicious, mischievous false call, other",2016,191
10033.0,522 - Water or steam leak,2015,191
10459.0,522 - Water or steam leak,2016,191
10460.0,"651 - Smoke scare, odor of smoke",2017,191
10454.0,"555 - Defective elevator, no occupants",2015,191
10453.0,"651 - Smoke scare, odor of smoke",2013,191
10452.0,"113 - Cooking fire, confined to container",2015,191
10035.0,"710 - Malicious, mischievous false call, other",2013,191
11210.0,"113 - Cooking fire, confined to container",2013,191
10016.0,"710 - Malicious, mischievous false call, other",2014,190
10460.0,353 - Removal of victim(s) from stalled elevator,2017,190
10002.0,"113 - Cooking fire, confined to container",2017,190
10040.0,"651 - Smoke scare, odor of smoke",2014,190
10040.0,522 - Water or steam leak,2013,190
10016.0,740A - Unnecessary alarm/construction activities,2014,190
10034.0,"651 - Smoke scare, odor of smoke",2015,190
10301.0,"651 - Smoke scare, odor of smoke",2014,190
11203.0,735A - Unwarranted alarm/defective condition of alarm system,2013,190
11236.0,522 - Water or steam leak,2017,190
10472.0,"555 - Defective elevator, no occupants",2017,190
10036.0,"651 - Smoke scare, odor of smoke",2016,190
10029.0,735A - Unwarranted alarm/defective condition of alarm system,2013,190
11201.0,412 - Gas leak (natural gas or LPG),2014,190
10453.0,"555 - Defective elevator, no occupants",2017,189
11229.0,353 - Removal of victim(s) from stalled elevator,2017,189
10463.0,353 - Removal of victim(s) from stalled elevator,2014,189
10454.0,"710 - Malicious, mischievous false call, other",2014,189
10029.0,"445 - Arcing, shorted electrical equipment",2016,189
10452.0,412 - Gas leak (natural gas or LPG),2017,189
11362.0,"300 - Rescue, EMS incident, other",2013,189
10460.0,412 - Gas leak (natural gas or LPG),2016,189
11691.0,"113 - Cooking fire, confined to container",2017,189
10014.0,"651 - Smoke scare, odor of smoke",2017,189
11234.0,735A - Unwarranted alarm/defective condition of alarm system,2016,189
11220.0,"710 - Malicious, mischievous false call, other",2017,189
11412.0,"710 - Malicious, mischievous false call, other",2017,189
11231.0,"651 - Smoke scare, odor of smoke",2015,189
10459.0,"651 - Smoke scare, odor of smoke",2015,188
10454.0,"710 - Malicious, mischievous false call, other",2017,188
10460.0,"113 - Cooking fire, confined to container",2015,188
10462.0,412 - Gas leak (natural gas or LPG),2016,188
10031.0,353 - Removal of victim(s) from stalled elevator,2017,188
10301.0,"710 - Malicious, mischievous false call, other",2016,188
11354.0,735A - Unwarranted alarm/defective condition of alarm system,2016,188
10468.0,412 - Gas leak (natural gas or LPG),2017,188
10314.0,5001 - Cable / Telephone Wires Down,2016,188
10013.0,740A - Unnecessary alarm/construction activities,2017,188
10466.0,"113 - Cooking fire, confined to container",2013,188
10466.0,"710 - Malicious, mischievous false call, other",2017,188
10472.0,"651 - Smoke scare, odor of smoke",2017,188
11221.0,735A - Unwarranted alarm/defective condition of alarm system,2016,188
11101.0,412 - Gas leak (natural gas or LPG),2014,188
11234.0,"710 - Malicious, mischievous false call, other",2017,188
11385.0,"651 - Smoke scare, odor of smoke",2013,187
11201.0,522 - Water or steam leak,2015,187
11201.0,"113 - Cooking fire, confined to container",2017,187
10460.0,"113 - Cooking fire, confined to container",2014,187
10036.0,"651 - Smoke scare, odor of smoke",2014,187
10021.0,522 - Water or steam leak,2013,187
10457.0,735A - Unwarranted alarm/defective condition of alarm system,2015,187
10027.0,"113 - Cooking fire, confined to container",2017,187
10002.0,"555 - Defective elevator, no occupants",2014,187
10026.0,522 - Water or steam leak,2014,187
10314.0,412 - Gas leak (natural gas or LPG),2017,187
11224.0,"555 - Defective elevator, no occupants",2013,187
10452.0,"113 - Cooking fire, confined to container",2014,187
